"","M33.g1.SNW","M38.g1.SNW","M40.g1.SNW","M44.g1.SNW","M50.g1.SNW","M73.g1.SNW","M74.g1.SNW","M75.g1.SNW","M79.g1.SNW","M81.g1.SNW","M82.g1.SNW","M85.g1.SNW","M89.g1.SNW","M94.g1.SNW","M53.g1.SNW","M41.g1.SNW","N44.g1.SNW","N49.g1.SNW","N50.g1.SNW","N51.g1.SNW","N52.g1.SNW","N65.g1.SNW","N66.g1.SNW","N67.g1.SNW","N68.g1.SNW","N76.g1.SNW","N77.g1.SNW","N78.g1.SNW","N782.g1.SNW","N79.g1.SNW","N84.g1.SNW","I13.g1.SBluG","I14.g1.SBluG","I15.g1.SBluG","I16.g1.SBluG","I18.g1.SBluG","I20.g1.SBluG","I21.g1.SBluG","I25.g1.SBluG","I26.g1.SBluG","I27.g1.SBluG","I28.g1.SBluG","I32.g1.SBluG","I33.g1.SBluG","I34.g1.SBluG","I35.g1.SBluG","I36.g2.SBluG","N100.g1.SBluG","N101.g1.SBluG","N102.g1.SBluG","N26.g1.SBluG","N28.g1.SBluG","N34.g1.SBluG","N37.g1.SBluG","N38.g1.SBluG","N40.g1.SBluG","N41.g1.SBluG","N43.g1.SBluG","N45.g1.SBluG","N46.g1.SBluG","N47.g1.SBluG","N87.g1.SBluG","N88.g1.SBluG","N95.g1.SBluG","N96.g1.SBluG","N97.g1.SBluG"
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter",0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,62,0,0,0,0,31,0,0,0,0,0
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__NA;g__Conexibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__NA;g__NA",843,5356,57,673,41,0,0,0,0,0,0,23,0,815,0,210,166,1029,235,0,244,185,243,170,262,424,41,70,714,172,474,814,287,273,629,318,11,0,0,0,0,27,0,0,0,0,0,31,0,0,636,656,876,388,812,899,50,69,0,91,200,0,32,0,0,0
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Conexibacter-Patulibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter",37,0,0,39,0,0,0,0,39,0,0,0,0,0,0,0,41,23,22,0,0,0,0,2147,0,33,0,0,0,43,0,0,0,51,124,0,0,0,0,0,0,0,219,0,0,0,0,200,0,0,0,182,129,0,111,50,0,42,0,21,149,0,0,0,0,0
"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter",916,0,86,447,106,0,0,0,0,0,0,0,0,247,42,180,104,571,263,0,365,165,232,175,84,218,47,99,184,494,147,0,355,271,826,380,0,0,0,0,0,38,16,0,0,0,0,38,0,0,0,257,602,275,666,766,42,135,0,94,163,0,68,0,0,0
"k__Bacteria;p__Armatimonadetes;c__NA;o__NA;f__NA;g__NA",243,0,17,261,0,0,0,0,0,0,0,0,0,0,0,100,0,90,80,0,104,0,80,22,0,49,65,0,532,0,273,1765,41,54,193,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,1426,43,379,52,215,103,0,0,0,0,68,0,0,1161,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides",0,0,0,0,0,573,1618,18,0,0,0,15,523,1418,0,582,88,16,30,0,0,61,33,601,0,1325,2892,20,382,243,51,0,0,0,86,72,14,3808,5983,4888,0,583,236,1734,81,0,390,153,4161,263,71,886,0,139,0,370,6336,867,0,3057,691,3559,324,0,279,2330
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__NA;g__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter",0,0,0,0,0,56,353,0,0,0,0,0,95,233,0,76,0,0,0,0,0,0,0,11,0,0,676,0,589,48,0,0,0,0,0,42,0,3513,4612,3398,0,568,971,839,59,0,6119,193,1730,77,0,691,50,33,0,326,3399,593,0,514,0,6003,330,0,512,682
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides",0,0,0,0,0,158,538,0,0,0,0,0,1115,363,0,308,35,0,0,0,0,0,47,563,0,97,1089,0,0,564,483,0,0,24,0,360,34,3202,183,4219,0,243,255,213,0,0,3615,117,2941,49,0,1389,0,40,0,134,4897,939,0,1706,179,11558,178,0,35,1464
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Petrimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,69,0,0,0,0,0,0,0,677,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes",0,0,0,0,0,99,106,0,0,0,0,0,360,0,0,57,17,0,0,0,0,0,0,26,0,0,346,0,0,146,0,0,0,0,0,94,0,1474,52,440,0,35,0,202,0,0,155,0,286,0,0,211,0,0,0,49,521,482,0,41,0,1767,56,0,33,0
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,199,0,0,193,238,0,0,0,0,0,25,0,0,89,0,0,0,0,0,0,0,156,0,0,0,0,121,12,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__NA",0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter",54,0,53,18,0,0,0,0,12,0,0,46,0,0,0,64,25,41,112,0,379,209,40,22,189,113,70,12,0,77,0,0,70,179,2246,755,0,0,0,0,1100,0,0,155,56,0,0,20,11,0,0,0,238,74,0,99,0,11,0,12,450,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Fibrella",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter",0,0,15,78,0,0,22,0,0,0,0,337,0,0,0,0,0,45,0,0,166,30,23,0,0,27,0,0,0,173,0,0,38,47,106,246,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,79,487,16,0,0,27,0,0,0,323,0,71,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__NA",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,144,0,33,0,0,0,0,0,0,22,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Nibrella",58,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Nibribacter",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga",12,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,62,0,0,0,0,0,11,0,108,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,59,550,0,0,0,0,112,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rufibacter",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,17,0,0,38,0,0,21,58,0,22,0,0,555,0,0,92,42,90,167,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,22,0,78,0,0,37,0,29,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,317,0,0,30,0,220,0,0,0,0,0,0,0,0,40,0,298,90,44,195,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,0,0,118,0,36,0,11,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga",166,0,0,11,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__*Amoebophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__NA;f__Rhodothermaceae;g__NA",41,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__NA;f__Rhodothermaceae;g__Rubrivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__*Brownia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bergeyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium",0,0,0,0,0,0,52,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,831,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,2731,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Empedobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium",0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,33,0,0,0,0,0,153,359,0,0,51,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NA;g__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__NA;o__NA;f__NA;g__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__NA;o__NA;f__Rhodothermaceae;g__Rubrivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,39,0,0,0,0,0,0,0,0,0,0,0,87,19,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Cnuella",0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter",59,0,0,0,0,0,0,0,0,0,0,0,0,324,0,56,17,26,12,0,134,0,0,52,0,0,43,0,0,0,0,0,47,62,134,24,0,0,0,0,0,0,0,0,0,203,0,47,0,0,0,55,279,13,0,107,31,16,0,105,0,0,11,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter-Flavisolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter",300,0,66,283,0,0,14,0,0,31,0,63,0,98,0,98,0,61,84,0,276,23,68,36,0,205,36,0,0,330,126,0,223,66,299,62,0,0,0,0,439,0,26,0,0,0,0,11,57,0,689,80,395,297,151,34,141,94,0,63,86,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea",0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,42,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__NA",11,0,0,40,0,0,39,0,0,0,0,0,0,0,0,35,0,17,0,0,40,0,30,23,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parafilimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parasegetibacter",0,0,0,0,126,0,0,0,0,0,0,13,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,300,0,0,0,0,0,0,15,0,0,0,0,0,11,0,105,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Segetibacter",40,0,34,151,0,0,14,0,0,0,0,13,0,597,0,95,102,56,145,0,226,102,47,100,0,29,153,0,0,813,129,0,297,129,262,2504,0,0,0,0,209,0,0,0,0,0,0,0,45,0,0,202,518,155,331,92,98,47,0,32,88,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Terrimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NA;g__NA",0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
